,id,word_order,word,frequency
1014,235,5,und,5.565
1015,235,6,freunde,3.849
1016,219,1,ein,5.339
1017,219,2,ruhiger,2.22
1018,219,3,bach,2.396
1019,219,4,plätschert,1.041
1020,219,5,durch,4.218
1021,219,6,den,5.181
1022,219,7,wald,3.094
1023,96,1,jeden,3.874
1024,96,2,freitag,2.863
1025,96,3,gibt's,3.603
1026,96,4,frischen,2.127
1027,96,5,fisch,3.036
1028,100,1,diese,4.589
1029,100,2,mannschaft,2.618
1030,100,3,schoss,2.635
1031,100,4,gleich,4.111
1032,100,5,drei,4.025
1033,100,6,tore,2.228
1034,91,1,schnupfen,1.672
1035,91,2,stört,2.959
1036,91,3,uns,4.928
1037,91,4,natürlich,4.083
1038,91,5,sehr,4.563
1039,109,1,nicht,5.647
1040,109,2,jeder,3.96
1041,109,3,verträgt,1.771
1042,109,4,kaltes,2.097
1043,109,5,bier,3.324
1044,34,1,der,5.456
1045,34,2,hund,3.537
1046,34,3,bellt,2.083
1047,34,4,vor,4.588
1048,34,5,dem,4.883
1049,34,6,haus,4.014
1050,58,1,der,5.456
1051,58,2,gelbe,2.338
1052,58,3,küchenofen,0.301
1053,58,4,sorgt,2.619
1054,58,5,für,5.065
1055,58,6,wärme,2.394
1056,76,1,das,5.713
1057,76,2,war,5.05
1058,76,3,jetzt,4.851
1059,76,4,aber,5.126
1060,76,5,ein,5.339
1061,76,6,schöner,3.131
1062,76,7,tag,4.218
1063,11,1,das,5.713
1064,11,2,licht,3.493
1065,11,3,tanzte,1.857
1066,11,4,über,4.503
1067,11,5,dem,4.883
1068,11,6,fluss,3.086
1069,229,1,studenten,2.453
1070,229,2,treffen,3.804
1071,229,3,sich,4.923
1072,229,4,in,5.311
1073,229,5,der,5.456
1074,229,6,bibliothek,2.584
1075,97,1,mein,4.792
1076,97,2,arzt,3.467
1077,97,3,empfahl,1.255
1078,97,4,dringend,2.913
1079,97,5,bäder,1.531
1080,16,1,die,5.613
1081,16,2,kaffeetasse,1.146
1082,16,3,klirrt,1.23
1083,16,4,beim,3.942
1084,16,5,frühstück,3.007
1085,102,1,diese,4.589
1086,102,2,gegend,3.117
1087,102,3,nennt,3.301
1088,102,4,man,4.713
1089,102,5,sandwüste,0.301
1090,168,1,vor,4.588
1091,168,2,dem,4.883
1092,168,3,schloss,3.071
1093,168,4,wartet,3.595
1094,168,5,eine,5.132
1095,168,6,einsame,2.29
1096,168,7,gestalt,2.442
1097,31,1,die,5.613
1098,31,2,vögel,2.761
1099,31,3,zwitschern,1.556
1100,31,4,am,4.418
1101,31,5,morgen,4.218
1102,166,1,der,5.456
1103,166,2,kühlschrank,2.672
1104,166,3,summt,2.241
1105,166,4,seltsame,2.637
1106,166,5,melodien,1.613
1107,204,1,ein,5.339
1108,204,2,lächeln,3.095
1109,204,3,erhellt,1.322
1110,204,4,das,5.713
1111,204,5,gesicht,3.695
1112,211,1,der,5.456
1113,211,2,hund,3.537
1114,211,3,las,2.898
1115,211,4,heimlich,2.558
1116,211,5,die,5.613
1117,211,6,zeitung,3.061
1118,226,1,sportliche,1.477
1119,226,2,jugendliche,2.021
1120,226,3,treffen,3.804
1121,226,4,sich,4.923
1122,226,5,am,4.418
1123,226,6,fluss,3.086
1124,192,1,zwei,4.275
1125,192,2,mannschaften,1.447
1126,192,3,kämpfen,3.504
1127,192,4,um,4.829
1128,192,5,den,5.181
1129,192,6,sieg,2.979
1130,28,1,der,5.456
1131,28,2,kaffee,3.44
1132,28,3,duftet,1.863
1133,28,4,sehr,4.563
1134,28,5,verlockend,2.009
1135,83,1,manche,3.189
1136,83,2,menschen,4.058
1137,83,3,vertragen,2.528
1138,83,4,keine,4.757
1139,83,5,erdbeeren,1.886
1140,41,1,sein,4.854
1141,41,2,blick,3.21
1142,41,3,fiel,3.034
1143,41,4,auf,5.157
1144,41,5,den,5.181
1145,41,6,boden,3.433
1146,99,1,unsere,4.193
1147,99,2,söhne,2.638
1148,99,3,lieben,3.539
1149,99,4,flotte,2.847
1150,99,5,tänze,1.531
1151,21,1,der,5.456
1152,21,2,wecker,2.114
1153,21,3,klingelt,2.851
1154,21,4,zur,4.28
1155,21,5,gewohnten,1.322
1156,21,6,zeit,4.435
1157,106,1,danach,3.507
1158,106,2,kannst,4.391
1159,106,3,du,5.705
1160,106,4,dich,5.069
1161,106,5,wirklich,4.53
1162,106,6,richten,2.797
1163,181,1,die,5.613
1164,181,2,katze,3.046
1165,181,3,schnurrt,1.23
1166,181,4,zufrieden,3.114
1167,181,5,auf,5.157
1168,181,6,dem,4.883
1169,181,7,sofa,2.452
1170,87,1,schlaf,3.189
1171,87,2,vor,4.588
1172,87,3,mitternacht,2.714
1173,87,4,ist,5.705
1174,87,5,gesund,3.095
1175,205,1,die,5.613
1176,205,2,sterne,2.765
1177,205,3,funkeln,1.663
1178,205,4,am,4.418
1179,205,5,nachthimmel,1.415
1180,190,1,der,5.456
1181,190,2,apfelbaum,1.146
1182,190,3,trägt,3.138
1183,190,4,viele,4.074
1184,190,5,reife,1.934
1185,190,6,äpfel,2.228
1186,248,1,in,5.311
1187,248,2,der,5.456
1188,248,3,wüste,2.837
1189,248,4,flirrt,0.301
1190,248,5,die,5.613
1191,248,6,hitze,2.605
1192,232,1,eine,5.132
1193,232,2,gruppe,3.125
1194,232,3,freunde,3.849
1195,232,4,lacht,3.157
1196,232,5,in,5.311
1197,232,6,der,5.456
1198,232,7,bar,3.163
1199,160,1,im,4.806
1200,160,2,alltag,1.978
1201,160,3,herrscht,2.55
1202,160,4,eine,5.132
1203,160,5,gnadenlose,0.903
1204,160,6,hektik,1.447
1205,254,1,die,5.613
1206,254,2,weiße,3.074
1207,254,3,leinwand,2.196
1208,254,4,wird,4.814
1209,254,5,vom,4.102
1210,254,6,maler,2.265
1211,254,7,beschriftet,1.114
1212,193,1,der,5.456
1213,193,2,zug,3.276
1214,193,3,rattert,1.079
1215,193,4,laut,3.333
1216,193,5,durch,4.218
1217,193,6,die,5.613
1218,193,7,nacht,4.096
1219,244,1,der,5.456
1220,244,2,polizist,3.094
1221,244,3,spielt,3.523
1222,244,4,gitarre,2.375
1223,244,5,für,5.065
1224,244,6,die,5.613
1225,244,7,nachbarschaft,2.461
1226,176,1,der,5.456
1227,176,2,kaffee,3.44
1228,176,3,duftet,1.863
1229,176,4,verführerisch,1.633
1230,176,5,am,4.418
1231,176,6,morgen,4.218
1232,139,1,die,5.613
1233,139,2,bremse,2.0
1234,139,3,quietscht,1.724
1235,139,4,beim,3.942
1236,139,5,linkslastigen,0.301
1237,139,6,bremsen,2.375
1238,8,1,morgen,4.218
1239,8,2,umarmt,2.124
1240,8,3,der,5.456
1241,8,4,nebel,2.539
1242,8,5,die,5.613
1243,8,6,berge,2.684
1244,104,1,einige,3.676
1245,104,2,busse,2.228
1246,104,3,fahren,3.829
1247,104,4,heute,4.388
1248,104,5,später,3.899
1249,56,1,wir,5.448
1250,56,2,hören,4.08
1251,56,3,den,5.181
1252,56,4,plätschernden,0.301
1253,56,5,bach,2.396
1254,138,1,nicht,5.647
1255,138,2,alle,4.573
1256,138,3,menschen,4.058
1257,138,4,verkraften,1.978
1258,138,5,den,5.181
1259,138,6,linksverkehr,0.477
1260,138,7,sofort,3.974
1261,149,1,der,5.456
1262,149,2,frosch,2.386
1263,149,3,sprang,2.36
1264,149,4,rein,4.017
1265,149,5,ins,4.089
1266,149,6,täschchen,0.699
1267,175,1,die,5.613
1268,175,2,blumen,3.088
1269,175,3,blühen,2.188
1270,175,4,im,4.806
1271,175,5,sonnigen,1.556
1272,175,6,garten,2.872
1273,136,1,für,5.065
1274,136,2,volkskunst,0.477
1275,136,3,schwärmt,1.531
1276,136,4,nicht,5.647
1277,136,5,jede,3.57
1278,136,6,altersstufe,0.301
1279,144,1,prinzipiell,1.447
1280,144,2,müssen,4.471
1281,144,3,alle,4.573
1282,144,4,hunde,3.028
1283,144,5,ein,5.339
1284,144,6,halsband,2.017
1285,144,7,tragen,3.46
1286,161,1,durch,4.218
1287,161,2,die,5.613
1288,161,3,straßen,2.915
1289,161,4,zieht,3.249
1290,161,5,eine,5.132
1291,161,6,kalte,2.43
1292,161,7,brise,1.924
1293,137,1,der,5.456
1294,137,2,besitz,2.74
1295,137,3,des,4.46
1296,137,4,kiosks,0.301
1297,137,5,ist,5.705
1298,137,6,rechtlich,1.663
1299,137,7,verpfändet,1.477
1300,173,1,die,5.613
1301,173,2,straßenlaterne,0.845
1302,173,3,spendet,1.653
1303,173,4,warmes,2.083
1304,173,5,licht,3.493
1305,172,1,nach,4.714
1306,172,2,dem,4.883
1307,172,3,aufräumen,2.294
1308,172,4,fand,3.485
1309,172,5,ich,5.969
1310,172,6,mein,4.792
1311,172,7,buch,3.486
1312,233,1,die,5.613
1313,233,2,nachbarn,2.868
1314,233,3,feiern,3.097
1315,233,4,gemeinsam,3.119
1316,233,5,im,4.806
1317,233,6,garten,2.872
1318,258,1,sie,5.753
1319,258,2,hört,3.826
1320,258,3,musik,3.816
1321,258,4,mit,5.214
1322,258,5,geschlossenen,1.982
1323,258,6,augen,3.851
1324,186,1,die,5.613
1325,186,2,kaffeetasse,1.146
1326,186,3,dampft,0.699
1327,186,4,auf,5.157
1328,186,5,dem,4.883
1329,186,6,frühstückstisch,1.079
1330,215,1,ein,5.339
1331,215,2,freundliches,1.724
1332,215,3,lächeln,3.095
1333,215,4,erhellt,1.322
1334,215,5,den,5.181
1335,215,6,tag,4.218
1336,48,1,gleich,4.111
1337,48,2,hier,5.109
1338,48,3,sind,5.072
1339,48,4,die,5.613
1340,48,5,nahrungsmittel,1.748
1341,26,1,das,5.713
1342,26,2,wasser,3.752
1343,26,3,kocht,2.403
1344,26,4,auf,5.157
1345,26,5,dem,4.883
1346,26,6,herd,2.161
1347,231,1,ein,5.339
1348,231,2,paar,4.177
1349,231,3,tanzt,2.702
1350,231,4,unter,4.027
1351,231,5,dem,4.883
1352,231,6,sternenhimmel,1.23
1353,63,1,der,5.456
1354,63,2,bahnhof,2.645
1355,63,3,liegt,3.761
1356,63,4,sieben,3.307
1357,63,5,minuten,3.889
1358,63,6,entfernt,3.164
1359,201,1,der,5.456
1360,201,2,briefträger,1.398
1361,201,3,bringt,3.731
1362,201,4,die,5.613
1363,201,5,post,2.798
1364,152,1,nach,4.714
1365,152,2,diesen,4.195
1366,152,3,sturmböen,0.477
1367,152,4,herrscht,2.55
1368,152,5,ein,5.339
1369,152,6,furchtbares,2.033
1370,152,7,chaos,2.846
1371,256,1,sie,5.753
1372,256,2,liest,2.894
1373,256,3,ein,5.339
1374,256,4,buch,3.486
1375,256,5,in,5.311
1376,256,6,der,5.456
1377,256,7,sonne,3.217
1378,129,1,du,5.705
1379,129,2,bewirbst,0.954
1380,129,3,dich,5.069
1381,129,4,bei,4.633
1382,129,5,der,5.456
1383,129,6,gepflegten,0.845
1384,129,7,wirtschaftsbank,0.301
1385,45,1,der,5.456
1386,45,2,kaffee,3.44
1387,45,3,dampft,0.699
1388,45,4,in,5.311
1389,45,5,den,5.181
1390,45,6,tassen,2.114
1391,227,1,das,5.713
1392,227,2,café,2.53
1393,227,3,ist,5.705
1394,227,4,treffpunkt,2.326
1395,227,5,für,5.065
1396,227,6,gespräche,2.435
1397,194,1,der,5.456
1398,194,2,raureif,0.301
1399,194,3,zaubert,1.38
1400,194,4,diamanten,2.675
1401,194,5,auf,5.157
1402,194,6,blätter,2.204
1403,74,1,alle,4.573
1404,74,2,eilen,1.623
1405,74,3,gleich,4.111
1406,74,4,links,3.306
1407,74,5,ins,4.089
1408,74,6,freie,2.624
1409,123,1,auch,4.866
1410,123,2,der,5.456
1411,123,3,elefant,2.274
1412,123,4,ist,5.705
1413,123,5,ein,5.339
1414,123,6,geschöpf,2.004
1415,123,7,gottes,3.266
1416,103,1,verkehrsampeln,0.301
1417,103,2,leuchten,2.143
1418,103,3,grün,2.818
1419,103,4,gelb,2.328
1420,103,5,rot,3.008
